code	category	description	parent_code	general
A59.8	A59	Trichomoniasis of other sites	A59	f
A59.9	A59	Trichomoniasis, unspecified	A59	t
A60	A60	Anogenital herpesviral [herpes simplex] infections		f
A60.0	A60	Herpesviral infection of genitalia and urogenital tract	A60	f
A60.00	A60	Herpesviral infection of urogenital system, unspecified	A60.0	t
A60.01	A60	Herpesviral infection of penis	A60.0	f
A60.02	A60	Herpesviral infection of other male genital organs	A60.0	f
A60.03	A60	Herpesviral cervicitis	A60.0	f
A60.04	A60	Herpesviral vulvovaginitis	A60.0	f
A60.09	A60	Herpesviral infection of other urogenital tract	A60.0	f
A60.1	A60	Herpesviral infection of perianal skin and rectum	A60	f
A60.9	A60	Anogenital herpesviral infection, unspecified	A60	t
A63	A63	Other predominantly sexually transmitted diseases, not elsewhere classified		f
A63.0	A63	Anogenital (venereal) warts	A63	f
A63.8	A63	Other specified predominantly sexually transmitted diseases	A63	f
A64	A64	Unspecified sexually transmitted disease		f
A65	A65	Nonvenereal syphilis		f
A66	A66	Yaws		f
A66.0	A66	Initial lesions of yaws	A66	f
A66.1	A66	Multiple papillomata and wet crab yaws	A66	f
A66.2	A66	Other early skin lesions of yaws	A66	f
A66.3	A66	Hyperkeratosis of yaws	A66	f
A66.4	A66	Gummata and ulcers of yaws	A66	f
A66.5	A66	Gangosa	A66	f
A66.6	A66	Bone and joint lesions of yaws	A66	f
A66.7	A66	Other manifestations of yaws	A66	f
A66.8	A66	Latent yaws	A66	f
A66.9	A66	Yaws, unspecified	A66	t
A67	A67	Pinta [carate]		f
A67.0	A67	Primary lesions of pinta	A67	f
A67.1	A67	Intermediate lesions of pinta	A67	f
A67.2	A67	Late lesions of pinta	A67	f
A67.3	A67	Mixed lesions of pinta	A67	f
A67.9	A67	Pinta, unspecified	A67	t
A68	A68	Relapsing fevers		f
A68.0	A68	Louse-borne relapsing fever	A68	f
A68.1	A68	Tick-borne relapsing fever	A68	f
A68.9	A68	Relapsing fever, unspecified	A68	t
A69	A69	Other spirochetal infections		f
A69.0	A69	not elsewhere classifiedrotizing ulcerative stomatitis	A69	f
A69.1	A69	Other Vincent's infections	A69	f
A69.2	A69	Lyme disease	A69	f
A69.20	A69	Lyme disease, unspecified	A69.2	t
A69.21	A69	Meningitis due to Lyme disease	A69.2	f
A69.22	A69	Other neurologic disorders in Lyme disease	A69.2	f
A69.23	A69	Arthritis due to Lyme disease	A69.2	f
A69.29	A69	Other conditions associated with Lyme disease	A69.2	f
A69.8	A69	Other specified spirochetal infections	A69	f
A69.9	A69	Spirochetal infection, unspecified	A69	t
A70	A70	Chlamydia psittaci infections		f
A71	A71	Trachoma		f
A71.0	A71	Initial stage of trachoma	A71	f
A71.1	A71	Active stage of trachoma	A71	f
A71.9	A71	Trachoma, unspecified	A71	t
A74	A74	Other diseases caused by chlamydiae		f
A74.0	A74	Chlamydial conjunctivitis	A74	f
A74.8	A74	Other chlamydial diseases	A74	f
A74.81	A74	Chlamydial peritonitis	A74.8	f
A74.89	A74	Other chlamydial diseases	A74.8	f
A74.9	A74	Chlamydial infection, unspecified	A74	t
A75	A75	Typhus fever		f
A75.0	A75	Epidemic louse-borne typhus fever due to Rickettsia prowazekii	A75	f
A75.1	A75	Recrudescent typhus [Brill's disease]	A75	f
A75.2	A75	Typhus fever due to Rickettsia typhi	A75	f
A75.3	A75	Typhus fever due to Rickettsia tsutsugamushi	A75	f
A75.9	A75	Typhus fever, unspecified	A75	t
A77	A77	Spotted fever [tick-borne rickettsioses]		f
A77.0	A77	Spotted fever due to Rickettsia rickettsii	A77	f
A77.1	A77	Spotted fever due to Rickettsia conorii	A77	f
A77.2	A77	Spotted fever due to Rickettsia siberica	A77	f
A77.3	A77	Spotted fever due to Rickettsia australis	A77	f
A77.4	A77	Ehrlichiosis	A77	f
A77.40	A77	Ehrlichiosis, unspecified	A77.4	t
A77.41	A77	Ehrlichiosis chafeensis [E. chafeensis]	A77.4	f
A77.49	A77	Other ehrlichiosis	A77.4	f
A77.8	A77	Other spotted fevers	A77	f
A77.9	A77	Spotted fever, unspecified	A77	t
A78	A78	Q fever		f
A79	A79	Other rickettsioses		f
A79.0	A79	Trench fever	A79	f
A79.1	A79	Rickettsialpox due to Rickettsia akari	A79	f
A79.8	A79	Other specified rickettsioses	A79	f
A79.81	A79	Rickettsiosis due to Ehrlichia sennetsu	A79.8	f
A79.82	A79	Anaplasmosis [A. phagocytophilum]	A79.8	f
A79.89	A79	Other specified rickettsioses	A79.8	f
A79.9	A79	Rickettsiosis, unspecified	A79	t
A80	A80	Acute poliomyelitis		f
A80.0	A80	Acute paralytic poliomyelitis, vaccine-associated	A80	f
A80.1	A80	Acute paralytic poliomyelitis, wild virus, imported	A80	f
A80.2	A80	Acute paralytic poliomyelitis, wild virus, indigenous	A80	f
A80.3	A80	Acute paralytic poliomyelitis, other and unspecified	A80	t
A80.30	A80	Acute paralytic poliomyelitis, unspecified	A80.3	t
A80.39	A80	Other acute paralytic poliomyelitis	A80.3	f
A80.4	A80	Acute nonparalytic poliomyelitis	A80	f
A80.9	A80	Acute poliomyelitis, unspecified	A80	t
A81	A81	Atypical virus infections of central nervous system		f
A81.0	A81	Creutzfeldt-Jakob disease	A81	f
A81.00	A81	Creutzfeldt-Jakob disease, unspecified	A81.0	t
A81.01	A81	Variant Creutzfeldt-Jakob disease	A81.0	f
A81.09	A81	Other Creutzfeldt-Jakob disease	A81.0	f
A81.1	A81	Subacute sclerosing panencephalitis	A81	f
A81.2	A81	Progressive multifocal leukoencephalopathy	A81	f
A81.8	A81	Other atypical virus infections of central nervous system	A81	f
A81.81	A81	Kuru	A81.8	f
A81.82	A81	Gerstmann-Sträussler-Scheinker syndrome	A81.8	f
A81.83	A81	Fatal familial insomnia	A81.8	f
A81.89	A81	Other atypical virus infections of central nervous system	A81.8	f
A81.9	A81	Atypical virus infection of central nervous system, unspecified	A81	t
A82	A82	Rabies		f
A82.0	A82	Sylvatic rabies	A82	f
A82.1	A82	Urban rabies	A82	f
A82.9	A82	Rabies, unspecified	A82	t
A83	A83	Mosquito-borne viral encephalitis		f
A83.0	A83	Japanese encephalitis	A83	f
A83.1	A83	Western equine encephalitis	A83	f
A83.2	A83	Eastern equine encephalitis	A83	f
A83.3	A83	St Louis encephalitis	A83	f
A83.4	A83	Australian encephalitis	A83	f
A83.5	A83	California encephalitis	A83	f
A83.6	A83	Rocio virus disease	A83	f
A83.8	A83	Other mosquito-borne viral encephalitis	A83	f
A83.9	A83	Mosquito-borne viral encephalitis, unspecified	A83	t
A84	A84	Tick-borne viral encephalitis		f
A84.0	A84	Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]	A84	f
A84.1	A84	Central European tick-borne encephalitis	A84	f
A84.8	A84	Other tick-borne viral encephalitis	A84	f
A84.81	A84	Powassan virus disease	A84.8	f
A84.89	A84	Other tick-borne viral encephalitis	A84.8	f
A84.9	A84	Tick-borne viral encephalitis, unspecified	A84	t
A85	A85	Other viral encephalitis, not elsewhere classified		f
A85.0	A85	Enteroviral encephalitis	A85	f
A85.1	A85	Adenoviral encephalitis	A85	f
A85.2	A85	Arthropod-borne viral encephalitis, unspecified	A85	t
A85.8	A85	Other specified viral encephalitis	A85	f
A86	A86	Unspecified viral encephalitis		f
A87	A87	Viral meningitis		f
A87.0	A87	Enteroviral meningitis	A87	f
A87.1	A87	Adenoviral meningitis	A87	f
A87.2	A87	Lymphocytic choriomeningitis	A87	f
A87.8	A87	Other viral meningitis	A87	f
A87.9	A87	Viral meningitis, unspecified	A87	t
A88	A88	Other viral infections of central nervous system, not elsewhere classified		f
A88.0	A88	Enteroviral exanthematous fever [Boston exanthem]	A88	f
A88.1	A88	Epidemic vertigo	A88	f
A88.8	A88	Other specified viral infections of central nervous system	A88	f
A89	A89	Unspecified viral infection of central nervous system		f
A90	A90	Dengue fever [classical dengue]		f
A91	A91	Dengue hemorrhagic fever		f
A92	A92	Other mosquito-borne viral fevers		f
A92.0	A92	Chikungunya virus disease	A92	f
A92.1	A92	O'nyong-nyong fever	A92	f
A92.2	A92	Venezuelan equine fever	A92	f
A92.3	A92	West Nile virus infection	A92	f
A92.30	A92	West Nile virus infection, unspecified	A92.3	t
A92.31	A92	West Nile virus infection with encephalitis	A92.3	f
A92.32	A92	West Nile virus infection with other neurologic manifestation	A92.3	f
A92.39	A92	West Nile virus infection with other complications	A92.3	f
A92.4	A92	Rift Valley fever	A92	f
A92.5	A92	Zika virus disease	A92	f
A92.8	A92	Other specified mosquito-borne viral fevers	A92	f
A92.9	A92	Mosquito-borne viral fever, unspecified	A92	t
A93	A93	Other arthropod-borne viral fevers, not elsewhere classified		f
A93.0	A93	Oropouche virus disease	A93	f
A93.1	A93	Sandfly fever	A93	f
A93.2	A93	Colorado tick fever	A93	f
A93.8	A93	Other specified arthropod-borne viral fevers	A93	f
A94	A94	Unspecified arthropod-borne viral fever		f
A95	A95	Yellow fever		f
A95.0	A95	Sylvatic yellow fever	A95	f
A95.1	A95	Urban yellow fever	A95	f
A95.9	A95	Yellow fever, unspecified	A95	t
A96	A96	Arenaviral hemorrhagic fever		f
A96.0	A96	Junin hemorrhagic fever	A96	f
A96.1	A96	Machupo hemorrhagic fever	A96	f
A96.2	A96	Lassa fever	A96	f
A96.8	A96	Other arenaviral hemorrhagic fevers	A96	f
A96.9	A96	Arenaviral hemorrhagic fever, unspecified	A96	t
A98	A98	Other viral hemorrhagic fevers, not elsewhere classified		f
A98.0	A98	Crimean-Congo hemorrhagic fever	A98	f
A98.1	A98	Omsk hemorrhagic fever	A98	f
A98.2	A98	Kyasanur Forest disease	A98	f
A98.3	A98	Marburg virus disease	A98	f
A98.4	A98	Ebola virus disease	A98	f
A98.5	A98	Hemorrhagic fever with renal syndrome	A98	f
A98.8	A98	Other specified viral hemorrhagic fevers	A98	f
A99	A99	Unspecified viral hemorrhagic fever		f
B00	B00	Herpesviral [herpes simplex] infections		f
B00.0	B00	Eczema herpeticum	B00	f
B00.1	B00	Herpesviral vesicular dermatitis	B00	f
B00.2	B00	Herpesviral gingivostomatitis and pharyngotonsillitis	B00	f
B00.3	B00	Herpesviral meningitis	B00	f
B00.4	B00	Herpesviral encephalitis	B00	f
B00.5	B00	Herpesviral ocular disease	B00	f
B00.50	B00	Herpesviral ocular disease, unspecified	B00.5	t
B00.51	B00	Herpesviral iridocyclitis	B00.5	f
B00.52	B00	Herpesviral keratitis	B00.5	f
B00.53	B00	Herpesviral conjunctivitis	B00.5	f
B00.59	B00	Other herpesviral disease of eye	B00.5	f
B00.7	B00	Disseminated herpesviral disease	B00	f
B00.8	B00	Other forms of herpesviral infections	B00	f
B00.81	B00	Herpesviral hepatitis	B00.8	f
B00.82	B00	Herpes simplex myelitis	B00.8	f
B00.89	B00	Other herpesviral infection	B00.8	f
B00.9	B00	Herpesviral infection, unspecified	B00	t
B01	B01	Varicella [chickenpox]		f
B01.0	B01	Varicella meningitis	B01	f
B01.1	B01	Varicella encephalitis, myelitis and encephalomyelitis	B01	f
B01.11	B01	Varicella encephalitis and encephalomyelitis	B01.1	f
B01.12	B01	Varicella myelitis	B01.1	f
B01.2	B01	Varicella pneumonia	B01	f
B01.8	B01	Varicella with other complications	B01	f
B01.81	B01	Varicella keratitis	B01.8	f
B01.89	B01	Other varicella complications	B01.8	f
B01.9	B01	Varicella without complication	B01	f
B02	B02	Zoster [herpes zoster]		f
B02.0	B02	Zoster encephalitis	B02	f
B02.1	B02	Zoster meningitis	B02	f
B02.2	B02	Zoster with other nervous system involvement	B02	f
B02.21	B02	Postherpetic geniculate ganglionitis	B02.2	f
B02.22	B02	Postherpetic trigeminal neuralgia	B02.2	f
B02.23	B02	Postherpetic polyneuropathy	B02.2	f
B02.24	B02	Postherpetic myelitis	B02.2	f
B02.29	B02	Other postherpetic nervous system involvement	B02.2	f
B02.3	B02	Zoster ocular disease	B02	f
B02.30	B02	Zoster ocular disease, unspecified	B02.3	t
B02.31	B02	Zoster conjunctivitis	B02.3	f
B02.32	B02	Zoster iridocyclitis	B02.3	f
B02.33	B02	Zoster keratitis	B02.3	f
B02.34	B02	Zoster scleritis	B02.3	f
B02.39	B02	Other herpes zoster eye disease	B02.3	f
B02.7	B02	Disseminated zoster	B02	f
B02.8	B02	Zoster with other complications	B02	f
B02.9	B02	Zoster without complications	B02	f
B03	B03	Smallpox		f
B04	B04	Monkeypox		f
B05	B05	Measles		f
B05.0	B05	Measles complicated by encephalitis	B05	f
B05.1	B05	Measles complicated by meningitis	B05	f
B05.2	B05	Measles complicated by pneumonia	B05	f
B05.3	B05	Measles complicated by otitis media	B05	f
B05.4	B05	Measles with intestinal complications	B05	f
B05.8	B05	Measles with other complications	B05	f
B05.81	B05	Measles keratitis and keratoconjunctivitis	B05.8	f
B05.89	B05	Other measles complications	B05.8	f
B05.9	B05	Measles without complication	B05	f
B06	B06	Rubella [German measles]		f
B06.0	B06	Rubella with neurological complications	B06	f
B06.00	B06	Rubella with neurological complication, unspecified	B06.0	t
B06.01	B06	Rubella encephalitis	B06.0	f
B06.02	B06	Rubella meningitis	B06.0	f
B06.09	B06	Other neurological complications of rubella	B06.0	f
B06.8	B06	Rubella with other complications	B06	f
B06.81	B06	Rubella pneumonia	B06.8	f
B06.82	B06	Rubella arthritis	B06.8	f
B06.89	B06	Other rubella complications	B06.8	f
B06.9	B06	Rubella without complication	B06	f
B07	B07	Viral warts		f
B07.0	B07	Plantar wart	B07	f
B07.8	B07	Other viral warts	B07	f
B07.9	B07	Viral wart, unspecified	B07	t
B08	B08	Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified		f
B08.0	B08	Other orthopoxvirus infections	B08	f
B08.01	B08	Cowpox and vaccinia not from vaccine	B08.0	f
B08.010	B08	Cowpox	B08.01	f
B08.011	B08	Vaccinia not from vaccine	B08.01	f
B08.02	B08	Orf virus disease	B08.0	f
B08.03	B08	Pseudocowpox [milker's node]	B08.0	f
B08.04	B08	Paravaccinia, unspecified	B08.0	t
B08.09	B08	Other orthopoxvirus infections	B08.0	f
B08.1	B08	Molluscum contagiosum	B08	f
B08.2	B08	Exanthema subitum [sixth disease]	B08	f
B08.20	B08	Exanthema subitum [sixth disease], unspecified	B08.2	t
B08.21	B08	Exanthema subitum [sixth disease] due to human herpesvirus 6	B08.2	f
B08.22	B08	Exanthema subitum [sixth disease] due to human herpesvirus 7	B08.2	f
B08.3	B08	Erythema infectiosum [fifth disease]	B08	f
B08.4	B08	Enteroviral vesicular stomatitis with exanthem	B08	f
B08.5	B08	Enteroviral vesicular pharyngitis	B08	f
B08.6	B08	Parapoxvirus infections	B08	f
B08.60	B08	Parapoxvirus infection, unspecified	B08.6	t
B08.61	B08	Bovine stomatitis	B08.6	f
B08.62	B08	Sealpox	B08.6	f
B08.69	B08	Other parapoxvirus infections	B08.6	f
B08.7	B08	Yatapoxvirus infections	B08	f
B08.70	B08	Yatapoxvirus infection, unspecified	B08.7	t
B08.71	B08	Tanapox virus disease	B08.7	f
B08.72	B08	Yaba pox virus disease	B08.7	f
B08.79	B08	Other yatapoxvirus infections	B08.7	f
B08.8	B08	Other specified viral infections characterized by skin and mucous membrane lesions	B08	f
B09	B09	Unspecified viral infection characterized by skin and mucous membrane lesions		f
B10	B10	Other human herpesviruses		f
B10.0	B10	Other human herpesvirus encephalitis	B10	f
B10.01	B10	Human herpesvirus 6 encephalitis	B10.0	f
B10.09	B10	Other human herpesvirus encephalitis	B10.0	f
B10.8	B10	Other human herpesvirus infection	B10	f
B10.81	B10	Human herpesvirus 6 infection	B10.8	f
B10.82	B10	Human herpesvirus 7 infection	B10.8	f
B10.89	B10	Other human herpesvirus infection	B10.8	f
B15	B15	Acute hepatitis A		f
B15.0	B15	Hepatitis A with hepatic coma	B15	f
B15.9	B15	Hepatitis A without hepatic coma	B15	f
B16	B16	Acute hepatitis B		f
B16.0	B16	Acute hepatitis B with delta-agent with hepatic coma	B16	f
B16.1	B16	Acute hepatitis B with delta-agent without hepatic coma	B16	f
B16.2	B16	Acute hepatitis B without delta-agent with hepatic coma	B16	f
B16.9	B16	Acute hepatitis B without delta-agent and without hepatic coma	B16	f
B17	B17	Other acute viral hepatitis		f
B17.0	B17	Acute delta-(super) infection of hepatitis B carrier	B17	f
B17.1	B17	Acute hepatitis C	B17	f
B17.10	B17	Acute hepatitis C without hepatic coma	B17.1	f
B17.11	B17	Acute hepatitis C with hepatic coma	B17.1	f
B17.2	B17	Acute hepatitis E	B17	f
B17.8	B17	Other specified acute viral hepatitis	B17	f
B17.9	B17	Acute viral hepatitis, unspecified	B17	t
B18	B18	Chronic viral hepatitis		f
B18.0	B18	Chronic viral hepatitis B with delta-agent	B18	f
B18.1	B18	Chronic viral hepatitis B without delta-agent	B18	f
B18.2	B18	Chronic viral hepatitis C	B18	f
B18.8	B18	Other chronic viral hepatitis	B18	f
B18.9	B18	Chronic viral hepatitis, unspecified	B18	t
B19	B19	Unspecified viral hepatitis		f
B19.0	B19	Unspecified viral hepatitis with hepatic coma	B19	t
B19.1	B19	Unspecified viral hepatitis B	B19	t
B19.10	B19	Unspecified viral hepatitis B without hepatic coma	B19.1	t
B19.11	B19	Unspecified viral hepatitis B with hepatic coma	B19.1	t
B19.2	B19	Unspecified viral hepatitis C	B19	t
B19.20	B19	Unspecified viral hepatitis C without hepatic coma	B19.2	t
B19.21	B19	Unspecified viral hepatitis C with hepatic coma	B19.2	t
B19.9	B19	Unspecified viral hepatitis without hepatic coma	B19	t
B20	B20	Human immunodeficiency virus [HIV] disease		f
B25	B25	Cytomegaloviral disease		f
B25.0	B25	Cytomegaloviral pneumonitis	B25	f
B25.1	B25	Cytomegaloviral hepatitis	B25	f
B25.2	B25	Cytomegaloviral pancreatitis	B25	f
B25.8	B25	Other cytomegaloviral diseases	B25	f
B25.9	B25	Cytomegaloviral disease, unspecified	B25	t
B26	B26	Mumps		f
B26.0	B26	Mumps orchitis	B26	f
B26.1	B26	Mumps meningitis	B26	f
B26.2	B26	Mumps encephalitis	B26	f
B26.3	B26	Mumps pancreatitis	B26	f
B26.8	B26	Mumps with other complications	B26	f
B26.81	B26	Mumps hepatitis	B26.8	f
B26.82	B26	Mumps myocarditis	B26.8	f
B26.83	B26	Mumps nephritis	B26.8	f
B26.84	B26	Mumps polyneuropathy	B26.8	f
B26.85	B26	Mumps arthritis	B26.8	f
B26.89	B26	Other mumps complications	B26.8	f
B26.9	B26	Mumps without complication	B26	f
B27	B27	Infectious mononucleosis		f
B27.0	B27	Gammaherpesviral mononucleosis	B27	f
B27.00	B27	Gammaherpesviral mononucleosis without complication	B27.0	f
B27.01	B27	Gammaherpesviral mononucleosis with polyneuropathy	B27.0	f
B27.02	B27	Gammaherpesviral mononucleosis with meningitis	B27.0	f
B27.09	B27	Gammaherpesviral mononucleosis with other complications	B27.0	f
B27.1	B27	Cytomegaloviral mononucleosis	B27	f
B27.10	B27	Cytomegaloviral mononucleosis without complications	B27.1	f
B27.11	B27	Cytomegaloviral mononucleosis with polyneuropathy	B27.1	f
B27.12	B27	Cytomegaloviral mononucleosis with meningitis	B27.1	f
B27.19	B27	Cytomegaloviral mononucleosis with other complication	B27.1	f
B27.8	B27	Other infectious mononucleosis	B27	f
B27.80	B27	Other infectious mononucleosis without complication	B27.8	f
B27.81	B27	Other infectious mononucleosis with polyneuropathy	B27.8	f
B27.82	B27	Other infectious mononucleosis with meningitis	B27.8	f
B27.89	B27	Other infectious mononucleosis with other complication	B27.8	f
B27.9	B27	Infectious mononucleosis, unspecified	B27	t
B27.90	B27	Infectious mononucleosis, unspecified without complication	B27.9	t
B27.91	B27	Infectious mononucleosis, unspecified with polyneuropathy	B27.9	t
B27.92	B27	Infectious mononucleosis, unspecified with meningitis	B27.9	t
B27.99	B27	Infectious mononucleosis, unspecified with other complication	B27.9	t
B30	B30	Viral conjunctivitis		f
B30.0	B30	Keratoconjunctivitis due to adenovirus	B30	f
B30.1	B30	Conjunctivitis due to adenovirus	B30	f
B30.2	B30	Viral pharyngoconjunctivitis	B30	f
B30.3	B30	Acute epidemic hemorrhagic conjunctivitis (enteroviral)	B30	f
B30.8	B30	Other viral conjunctivitis	B30	f
B30.9	B30	Viral conjunctivitis, unspecified	B30	t
B33	B33	Other viral diseases, not elsewhere classified		f
B33.0	B33	Epidemic myalgia	B33	f
B33.1	B33	Ross River disease	B33	f
B33.2	B33	Viral carditis	B33	f
B33.20	B33	Viral carditis, unspecified	B33.2	t
B33.21	B33	Viral endocarditis	B33.2	f
B33.22	B33	Viral myocarditis	B33.2	f
B33.23	B33	Viral pericarditis	B33.2	f
B33.24	B33	Viral cardiomyopathy	B33.2	f
B33.3	B33	Retrovirus infections, not elsewhere classified	B33	f
B33.4	B33	Hantavirus (cardio)-pulmonary syndrome [HPS] [HCPS]	B33	f
B33.8	B33	Other specified viral diseases	B33	f
B34	B34	Viral infection of unspecified site		f
B34.0	B34	Adenovirus infection, unspecified	B34	t
B34.1	B34	Enterovirus infection, unspecified	B34	t
B34.2	B34	Coronavirus infection, unspecified	B34	t
B34.3	B34	Parvovirus infection, unspecified	B34	t
B34.4	B34	Papovavirus infection, unspecified	B34	t
B34.8	B34	Other viral infections of unspecified site	B34	t
B34.9	B34	Viral infection, unspecified	B34	t
B35	B35	Dermatophytosis		f
B35.0	B35	Tinea barbae and tinea capitis	B35	f
B35.1	B35	Tinea unguium	B35	f
B35.2	B35	Tinea manuum	B35	f
B35.3	B35	Tinea pedis	B35	f
B35.4	B35	Tinea corporis	B35	f
B35.5	B35	Tinea imbricata	B35	f
B35.6	B35	Tinea cruris	B35	f
B35.8	B35	Other dermatophytoses	B35	f
B35.9	B35	Dermatophytosis, unspecified	B35	t
B36	B36	Other superficial mycoses		f
B36.0	B36	Pityriasis versicolor	B36	f
B36.1	B36	Tinea nigra	B36	f
B36.2	B36	White piedra	B36	f
B36.3	B36	Black piedra	B36	f
B36.8	B36	Other specified superficial mycoses	B36	f
B36.9	B36	Superficial mycosis, unspecified	B36	t
B37	B37	Candidiasis		f
B37.0	B37	Candidal stomatitis	B37	f
B37.1	B37	Pulmonary candidiasis	B37	f
B37.2	B37	Candidiasis of skin and nail	B37	f
