id	created_at	updated_at	drug_id	form	routes	strength_numerators	strength_numerator_unit	strength_denominator	strength_denominator_unit
768	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	530	CREAM	{TOPICAL}	{0.1,0.5}	G	100	G
769	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	522	TABLET	{ORAL}	{10}	MG	1	TABLET
770	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	531	INJECTABLE	"{""IV (INFUSION)""}"	{1.12,2.24,10,102,367}	MG	1000	ML
771	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	532	TABLET	{ORAL}	{10}	MG	1	TABLET
772	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	526	TABLET	{ORAL}	{400}	MG	1	TABLET
773	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	533	INJECTABLE	{INJECTION}	{0.5,2.5}	MG	1	ML
774	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	530	SOLUTION/DROPS	{OPHTHALMIC}	{1,5}	MG	1	ML
775	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	522	SOLUTION	{INJECTION}	{10,15}	MG	1	ML
776	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	534	INJECTABLE	{INJECTION}	{300}	MCG	0.5	ML
777	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	535	TABLET	{ORAL}	{200}	MG	1	TABLET
778	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	536	TABLET, COATED	{ORAL}	{200}	MG	1	TABLET
779	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	537	POWDER/INJECTABLE	{INJECTION}	{40}	MG	1	INJECTION
780	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	538	TABLET, COATED	{ORAL}	{40}	MG	1	TABLET
781	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	539	SOLUTION	{INJECTION}	{2}	MG	1	ML
782	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	540	TABLET, COATED	{ORAL}	{30}	MG	1	TABLET
783	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	537	INJECTABLE	{INJECTION}	{40}	MG	1	ML
784	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	538	TABLET	{ORAL}	{20}	MG	1	TABLET
785	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	541	TABLET	{ORAL}	{35,450}	MG	1	TABLET
786	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	542	TABLET, COATED	{ORAL}	{400}	MG	1	TABLET
787	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	543	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{20}	MG	20	ML
788	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	544	TABLET	{ORAL}	{200,250}	MG	1	TABLET
789	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	545	SOLUTION	{INJECTION}	{200}	MG	1	ML
790	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	540	SOLUTION	{INFUSION}	{10}	MG	1	INFUSION
791	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	546	TABLET, COATED	{ORAL}	{30,200}	MG	1	TABLET
792	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	547	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{2}	G	100	G
793	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	548	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{20}	MG	5	MG
794	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	549	TABLET, COATED	{ORAL}	{10,20,40}	MG	1	TABLET
795	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	545	TABLET	{ORAL}	{5}	MG	1	TABLET
796	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	550	TABLET, COATED	{ORAL}	{5,20,40}	MG	1	TABLET
797	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	551	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{0.1}	G	100	ML
798	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	552	CAPSULE	{ORAL}	{20,40}	MG	1	CAPSULE
799	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	535	SUSPENSION	{ORAL}	{50}	MG	5	ML
800	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	542	TABLET	{ORAL}	{400}	MG	1	TABLET
801	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	553	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{4}	MG	2	ML
802	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	554	TABLET, COATED	{ORAL}	{4,8}	MG	1	TABLET
803	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	555	TABLET, COATED	{ORAL}	{5}	MG	1	TABLET
804	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	556	GRANULE, FOR SUSPENSION	{ORAL}	{125,250}	MG	5	ML
805	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	557	TABLET	{ORAL}	{250}	MG	1	TABLET
806	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	553	INJECTABLE	"{""INJECTION, AMPOULE""}"	{2}	MG	1	ML
807	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	558	SYRUP	{ORAL}	{50}	MG	5	ML
808	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	535	TABLET, EFFERVESCENT	{ORAL}	{50}	MG	1	TABLET
809	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	559	CAPSULE	{ORAL}	{30,45,75}	MG	1	CAPSULE
810	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	560	SPRAY, METERED	{NASAL}	{1}	MG	1	ML
811	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	561	TABLET	{ORAL}	{50}	MG	1	TABLET
812	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	556	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{125}	MG	5	ML
813	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	562	SOLUTION	{INJECTION}	{50}	MG	25	ML
814	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	560	SOLUTION/DROPS	{NASAL}	{0.5,1}	MG	1	ML
815	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	563	INJECTABLE	"{""INJECTION, AMPOULE""}"	{5}	IU	1	ML
816	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	564	INJECTABLE	{INJECTION}	{0.25}	MG	5	ML
817	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	565	TABLET	{ORAL}	{5}	MG	1	TABLET
818	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	566	TABLET, COATED	{ORAL}	{20,40}	MG	1	TABLET
819	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	556	TABLET	{ORAL}	{250}	MG	1	TABLET
820	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	567	TABLET	{ORAL}	{20}	MG	1	TABLET
821	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	568	TABLET, COATED	{ORAL}	{20}	MG	1	TABLET
822	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	569	SOLUTION/DROPS	{OPHTHALMIC}	{0.1}	G	100	G
823	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	556	SUSPENSION	{ORAL}	{125}	MG	5	ML
824	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	570	SOLUTION	{INJECTION}	{10}	MG	1	ML
825	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	567	TABLET, COATED	{ORAL}	{40}	MG	1	TABLET
826	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	571	SYRUP	{ORAL}	{15}	MG	5	ML
827	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	572	VACCINE	{ORAL,INJECTION}	{2.5}	IU	1	VACCINE
828	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	566	TABLET	{ORAL}	{20,40}	MG	1	TABLET
829	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	573	INJECTABLE	{INJECTION}	{100}	MG	2	ML
830	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	574	INJECTABLE	{INJECTION}	{20}	MG	4	ML
831	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	575	SOLUTION	{INJECTION}	{200}	MG	5	ML
832	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	576	INJECTABLE	{INJECTION}	{100}	MG	2	ML
833	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	577	SOLUTION	{INJECTION}	{250}	MG	10	ML
834	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	578	INJECTABLE	{INJECTION}	{4}	MG	1	ML
835	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	579	TABLET, COATED	{ORAL}	{10,25}	MG	1	TABLET
836	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	580	TABLET	{ORAL}	{30}	MG	1	TABLET
837	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	581	SOLUTION/DROPS	{OTIC}	{40}	ML	100	ML
838	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	582	LINCTUS	{ORAL}	{15}	MG	5	ML
839	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	583	LIQUID	{ORAL}	{3.33,5}	MG	5	ML
840	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	584	TABLET	{ORAL}	{10,15}	MG	1	TABLET
841	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	585	POWDER/INJECTABLE	{INJECTION}	{4.5}	MG	1	INJECTION
842	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	586	POWDER/INJECTABLE	{INJECTION}	{500000}	IU	1	INJECTION
843	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	587	MIXTURE	{ORAL}	{30}	G	100	G
844	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	588	SUSPENSION/DROPS	{OPHTHALMIC}	{10}	MG	1	ML
845	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	579	SYRUP	{ORAL}	{5}	MG	5	ML
846	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	589	TABLET	{ORAL}	{5}	MG	1	TABLET
847	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	590	CAPSULE	{ORAL}	{75}	MG	1	CAPSULE
848	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	591	TABLET, COATED	{ORAL}	{NaN}	MULTIINGREDIENT	1	TABLET
849	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	592	TABLET, COATED	{ORAL}	{0.625,2.5}	MG	1	TABLET
850	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	584	TABLET, COATED	{ORAL}	{5}	MG	1	TABLET
851	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	593	INJECTABLE	{INJECTION}	{0.5}	ML	1	INJECTION
852	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	579	INJECTABLE	{INJECTION}	{25}	MG	1	ML
853	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	594	POWDER/INJECTABLE	{INJECTION}	{3e+06}	IU	1	INJECTION
854	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	595	TABLET	{ORAL}	{5}	MG	1	TABLET
855	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	596	TABLET, COATED	{ORAL}	{5,10,50}	MG	1	TABLET
856	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	597	TABLET	{ORAL}	{10,40}	MG	1	TABLET
857	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	598	TABLET	{ORAL}	{0.5}	MG	1	TABLET
858	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	594	INJECTABLE	{INJECTION}	{300}	MG	1	INJECTION
859	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	599	INJECTABLE	{INJECTION}	{100}	IU	1	ML
860	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	600	TABLET, COATED	{ORAL}	{250}	MG	1	TABLET
861	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	601	TABLET	{ORAL}	{25}	MG	1	TABLET
862	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	602	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{20,250,500}	MG	1	TABLET
863	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	603	TABLET, COATED	{ORAL}	{5,10,45,450}	MG	1	TABLET
864	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	604	TABLET	{ORAL}	{5,10,45,450}	MG	1	TABLET
865	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	605	SOLUTION/DROPS	{OPHTHALMIC}	{0.1,1}	G	100	ML
866	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	606	TABLET, COATED	{ORAL}	{100,200}	MG	1	TABLET
867	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	607	TABLET, COATED	{ORAL}	{25,160,300,800}	MG	1	TABLET
868	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	608	INJECTABLE	{INJECTION}	{300}	MG	1	ML
869	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	609	TABLET, COATED	{ORAL}	{300}	MG	1	TABLET
870	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	610	SOLUTION	{INJECTION}	{50}	MG	1	ML
871	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	611	TABLET	{ORAL}	{2.5,5}	MG	1	TABLET
872	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	612	CAPSULE	{ORAL}	{1.13,5,10,112.5,305}	MG	1	CAPSULE
873	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	613	TABLET	{ORAL}	{62.5,250}	MG	1	TABLET
874	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	614	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{100,500}	MG	1	TABLET
875	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	615	INHALATION	{INHALATION}	{5}	MG	1	INHALATION
876	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	606	TABLET	{ORAL}	{25,50,200,300}	MG	1	TABLET
877	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	616	INJECTABLE	{INJECTION}	{5}	MG	1	ML
878	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	617	POWDER/INJECTABLE	{INJECTION}	{0.6,1.2,2.4}	MIU	1	INJECTION
879	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	618	LIQUID	{INHALATION,INJECTION,ORAL,TOPICAL}	{20}	MCG	1	ML
880	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	619	TABLET, COATED	{ORAL}	{300}	MG	1	TABLET
881	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	620	CAPSULE	{ORAL}	{150}	MG	1	CAPSULE
882	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	621	TABLET, COATED	{ORAL}	{75,150}	MG	1	TABLET
883	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	611	CAPSULE	{ORAL}	{5}	MG	1	CAPSULE
884	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	622	TABLET	{ORAL}	{100}	MG	1	TABLET
885	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	623	INJECTABLE	"{""IV (INFUSION)""}"	{0.268,0.4,3.25,6}	G	1000	ML
886	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	624	TABLET, COATED	{ORAL}	{1}	MG	1	TABLET
887	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	625	TABLET	{ORAL}	{10}	MG	1	TABLET
888	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	626	TABLET	{ORAL}	{0.5,2}	MG	1	TABLET
889	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	619	TABLET	{ORAL}	{300}	MG	1	TABLET
890	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	621	TABLET	{ORAL}	{50,75}	MG	1	TABLET
891	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	622	TABLET, COATED	{ORAL}	{100}	MG	1	TABLET
892	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	624	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{1,2}	MG	1	TABLET
893	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	627	VACCINE	{ORAL,INJECTION}	{1.5}	ML	1	VACCINE
894	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	628	TABLET, COATED	{ORAL}	{3}	X	1	TABLET
895	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	629	TABLET	{ORAL,RECTAL,VAGINAL,SUBLINGUAL,BUCCAL}	{10}	MG	1	TABLET
896	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	630	INJECTABLE	{INJECTION}	{180,420}	NMOLE	1	INJECTION
897	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	631	TABLET	{ORAL}	{500}	MG	1	TABLET
898	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	632	TABLET, COATED	{ORAL}	{0.5}	MG	1	TABLET
899	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	633	CREAM	{TOPICAL}	{1,2}	G	100	G
900	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	629	LIQUID	{ORAL}	{1}	MG	1	ML
901	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	634	INHALATION	{INHALATION}	{50,100,250,500}	MCG	1	INHALATION
902	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	635	AEROSOL	{INHALATION}	{25,125}	MCG	1	INHALATION
903	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	636	AEROSOL	{INHALATION}	{25,250}	MCG	1	INHALATION
904	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	637	INHALATION	{INHALATION}	{100}	G	100	G
905	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	638	INJECTABLE	{INJECTION}	{25}	MG	1	ML
906	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	639	VACCINE	{ORAL,INJECTION}	{12,50}	LF	1	ML
907	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	640	VACCINE	{ORAL,INJECTION}	{1000}	CCID	0.5	ML
908	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	641	POWDER/INJECTABLE	{INJECTION}	{1000,5000}	CCID	1	INJECTION
909	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	642	VACCINE	{ORAL,INJECTION}	{12}	LF	1	ML
910	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	643	CREAM	{TOPICAL}	{0.48,0.7}	G	100	G
911	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	637	LIQUID	{ORAL}	{250}	MG	250	ML
912	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	644	TABLET, COATED	{ORAL}	{10,20}	MG	1	TABLET
913	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	645	TABLET	{ORAL}	{10}	MG	1	TABLET
914	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	646	TABLET, COATED	{ORAL}	{120,180}	MG	1	TABLET
915	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	647	TABLET	{ORAL}	{2.5}	MG	1	TABLET
916	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	648	SOLUTION	{INJECTION,ORAL,INHALATION,TOPICAL}	{10,13,20,42}	G	100	G
917	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	649	INJECTABLE	"{""IV (INFUSION)""}"	{0.9,5}	G	100	G
918	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	645	TABLET, COATED	{ORAL}	{10}	MG	1	TABLET
919	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	650	SYRUP	{ORAL}	{3,8,10,100,300,720}	MG	30	ML
920	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	651	SYRUP	{ORAL}	{10,80}	MG	15	ML
921	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	652	VACCINE	{ORAL,INJECTION}	{1000}	LD	1	VACCINE
922	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	653	TABLET	{ORAL}	{5,160}	MG	1	TABLET
923	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	654	TABLET	{ORAL}	{10,160}	MG	1	TABLET
924	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	655	TABLET	{ORAL}	{11,130}	MG	1	TABLET
925	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	656	TABLET	{ORAL}	{5}	MG	1	TABLET
926	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	657	TABLET	{ORAL}	{8,32,150,320}	MG	1	TABLET
927	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	658	TROCHE/LOZENGE	{ORAL}	{0.6,1.2,8}	MG	1	LOZENGE
928	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	659	TROCHE/LOZENGE	{ORAL}	{8.75}	MG	1	LOZENGE
929	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	660	TROCHE/LOZENGE	{ORAL}	{0.6,1.2}	MG	1	LOZENGE
930	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	661	INJECTABLE	{INJECTION}	{5}	G	15	ML
931	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	662	TABLET, COATED	{ORAL}	{25}	MG	1	TABLET
932	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	663	OINTMENT	{TOPICAL}	{10}	G	100	G
933	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	656	INJECTABLE	{INJECTION}	{12.5}	MG	1	ML
934	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	664	LIQUID	{INHALATION,INJECTION,ORAL,TOPICAL}	{0.3,2,2.5,100}	ML	100	ML
935	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	665	INJECTABLE	{INJECTION}	{200}	MG	1	INJECTION
936	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	666	GEL	{ORAL,TOPICAL}	{0.0315,0.1}	G	100	G
937	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	667	TABLET	{ORAL}	{25}	MG	1	TABLET
938	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	668	POWDER/INJECTABLE	{INJECTION}	{40}	MG	10	ML
939	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	669	CAPSULE	{ORAL}	{150,200}	MG	1	CAPSULE
940	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	670	TABLET	{ORAL}	{200,300}	MG	1	TABLET
941	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	671	INJECTABLE	{INJECTION}	{80}	MG	2	ML
942	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	672	POWDER/INJECTABLE	{INJECTION}	{0.5,4}	G	1	INJECTION
943	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	673	SOLUTION/DROPS	{OPHTHALMIC}	{0.5}	G	100	G
944	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	674	SOLUTION/DROPS	{ORAL}	{5}	G	100	G
945	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	675	CAPSULE	{ORAL}	{20,100,250}	MG	1	CAPSULE
946	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	670	TABLET, COATED	{ORAL}	{200,300}	MG	1	TABLET
947	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	676	TABLET, COATED	{ORAL}	{50}	MG	1	TABLET
948	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	677	TABLET	{ORAL}	{75}	MG	1	TABLET
949	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	678	INJECTABLE	{INJECTION}	{40}	IU	0.5	ML
950	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	679	OINTMENT	{OPHTHALMIC}	{1}	G	100	G
951	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	680	LIQUID	{ORAL}	{0.05}	MG	1	ML
952	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	681	LIQUID	{INHALATION,INJECTION,ORAL,TOPICAL}	{0.555,1.665,2.222,2.78}	G	100	G
953	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	682	TABLET, COATED	{ORAL}	{10,20}	MG	1	TABLET
954	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	683	TABLET	{ORAL}	{5,10}	MG	1	TABLET
955	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	684	TABLET	{ORAL}	{5,10,20}	MG	1	TABLET
956	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	680	WATERS, AROMATIC	{ORAL}	{2.5,50}	MG	5	ML
957	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	685	TABLET, COATED	{ORAL}	{200}	MG	1	TABLET
958	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	686	TABLET	{ORAL}	{5,10,20,100}	MG	1	TABLET
959	2024-03-11 00:32:34.893999-04	2024-03-11 00:32:34.893999-04	687	INJECTABLE	{INJECTION}	{10}	MG	1	ML
